title;platform;score_phrase;score;genre;editors_choice;release_year
The Walking Dead: Assault;iPhone;Good;7.5;Adventure;N;2012
Miasmata;PC;Good;7.9;Adventure;N;2012
Bladeslinger: Episode 1;iPhone;Good;7.2;Action;N;2012
Funky Barn;Wii U;Mediocre;5;Simulation;N;2012
ESPN Sports Connection;Wii U;Awful;3;Sports;N;2012
Sonic & All-Stars Racing Transformed;Wii U;Great;8.8;Racing/Action;N;2012
Infestation: Survivor Stories;PC;Awful;3;Action;N;2013
Labyrinth Legends;PlayStation 3;Good;7.7;RPG;N;2013
Ace of Spades;PC;Mediocre;5.9;Shooter;N;2013
Monsters Inc. Run;iPhone;Good;7.7;Action;N;2013
Pudding Monsters;iPhone;Good;7.3;Puzzle/Adventure;N;2012
Borderlands 2: Mr. Torgue's Campaign of Carnage;PlayStation 3;Amazing;9.2;Shooter/RPG;Y;2012
PlayStation All-Stars Battle Royale;PlayStation 3;Great;8;Fighting;N;2012
NBA 2K13;Wii U;Amazing;9.1;Sports;Y;2012
The Walking Dead: The Game -- Episode 5: No Time Left;Xbox 360;Amazing;9.5;Adventure;Y;2012
NFL Quarterback Club '97;PlayStation;Mediocre;5;Sports;N;1996
Namco Museum Vol. 2;PlayStation;Okay;6;Action/Compilation;N;1996
Raven Project;PlayStation;Awful;3;Action;N;1996
Silverload;PlayStation;Okay;6;Adventure;N;1996
Return Fire;PlayStation;Good;7;Action;N;1996
Rise 2: Resurrection;PlayStation;Painful;2;Fighting;N;1996
Robo Pit;PlayStation;Okay;6.5;Fighting;N;1996
NBA ShootOut;PlayStation;Okay;6;Sports;N;1996
Beyond The Beyond;PlayStation;Bad;4;RPG;N;1996
Crash Bandicoot;PlayStation;Good;7.5;Platformer;N;1996
Bust-A-Move 2: Arcade Edition;PlayStation;Great;8;Puzzle;N;1996
CyberSpeed;PlayStation;Mediocre;5;Racing;N;1996
D;PlayStation;Good;7;Adventure;N;1996
Assault Rigs;PlayStation;Okay;6;Action;N;1996
ESPN Extreme Games;PlayStation;Mediocre;5;Sports;N;1996
Doom (1993);PlayStation;Good;7;Shooter;N;1996
Bottom of the 9th;PlayStation;Great;8;Sports;N;1996
Adidas Power Soccer;PlayStation;Good;7;Sports;N;1996
Agile Warrior F-111X;PlayStation;Painful;2;Action;N;1996
Alien Trilogy;PlayStation;Great;8;Action;N;1996
Alone in the Dark: One Eyed Jack's Revenge;PlayStation;Okay;6;Adventure;N;1996
Fade to Black;PlayStation;Good;7;Adventure;N;1996
Die Hard Trilogy;PlayStation;Good;7.5;Action;N;1996
Discworld;PlayStation;Good;7;Adventure;N;1996
Battle Arena Toshinden 2;PlayStation;Okay;6;Fighting;N;1996
A-Train;PlayStation;Okay;6;Strategy;N;1996
Casper -- A Haunting 3D Challenge;PlayStation;Bad;4;Action;N;1996
Bogey Dead 6;PlayStation;Okay;6;Flight/Action;N;1996
Namco Museum Vol. 1;PlayStation;Great;8;Action/Compilation;N;1996
Road & Track Presents: The Need for Speed;PlayStation;Good;7;Racing;N;1996
Romance of the Three Kingdoms IV: Wall of Fire;PlayStation;Okay;6;Strategy;N;1996
PGA Tour '96;PlayStation;Good;7;Sports;N;1996
Rayman;PlayStation;Good;7;Platformer;N;1996
Raiden Project;PlayStation;Okay;6;Shooter;N;1996
Andretti Racing;PlayStation;Great;8;Racing;N;1996
Discworld;PlayStation;Good;7;Adventure;N;1996
Die Hard Trilogy;PlayStation;Good;7.5;Action;N;1996
Gunship;PlayStation;Awful;3;Simulation;N;1996
Olympic Summer Games: Atlanta '96;PlayStation;Okay;6;Sports;N;1996
Revolution X;PlayStation;Unbearable;1;Action;N;1996
Shockwave Assault;PlayStation;Bad;4;Action;N;1996
HardBall 5;PlayStation;Bad;4;Sports;N;1996
Twisted Metal [1996];PlayStation;Good;7;Action;N;1996
WipEout XL;PlayStation;Amazing;9;Racing;Y;1996
WipEout;PlayStation;Great;8;Racing;N;1996
Tobal No. 1;PlayStation;Great;8.7;Fighting;Y;1996
Star Gladiator Episode 1: Final Crusade;PlayStation;Great;8;Fighting;N;1996
Starfighter;PlayStation;Good;7;Action;N;1996
Battle Arena Toshinden;PlayStation;Good;7;Fighting;N;1996
Destruction Derby;PlayStation;Good;7;Racing/Action;N;1996
Aquanaut's Holiday;PlayStation;Great;8;Simulation;N;1996
Creature Shock (Special Edition);PlayStation;Painful;2;Action;N;1996
Air Combat;PlayStation;Good;7;Flight/Action;N;1996
Descent;PlayStation;Good;7;Action;N;1996
Cyber Sled;PlayStation;Mediocre;5;Action;N;1996
DEFCON 5;PlayStation;Good;7;Action;N;1996
The King of Fighters '95;PlayStation;Mediocre;5;Fighting;N;1996
Jumping Flash! 2;PlayStation;Great;8;Platformer;N;1996
Epidemic;PlayStation;Bad;4;Action;N;1996
Philosoma;PlayStation;Mediocre;5;Action;N;1996
NBA In the Zone;PlayStation;Mediocre;5;Sports;N;1996
Magic Carpet;PlayStation;Good;7.5;Action;N;1996
Power Serve 3D Tennis;PlayStation;Painful;2;Sports;N;1996
Resident Evil [1996];PlayStation;Great;8.7;Action/Adventure;N;1996
NCAA GameBreaker;PlayStation;Okay;6.8;Sports;N;1996
Project: Horned Owl;PlayStation;Okay;6;Shooter;N;1996
Frank Thomas: Big Hurt Baseball;PC;Okay;6;Sports;N;1996
Goal Storm;PlayStation;Good;7;Sports;N;1996
In the Hunt;PlayStation;Awful;3;Action;N;1996
International Track & Field;PlayStation;Good;7;Sports;N;1996
Novastorm;PlayStation;Painful;2;Shooter;N;1996
PO'ed;PlayStation;Great;8;Action;N;1996
NBA Jam: Tournament Edition;PlayStation;Okay;6.5;Sports;N;1996
WWF Wrestlemania: The Arcade Game;PlayStation;Good;7;Wrestling;N;1996
Williams Arcade's Greatest Hits;PlayStation;Good;7;Compilation;N;1996
Tetris Plus;PlayStation;Okay;6;Puzzle;N;1996
Slam 'n Jam '96: Featuring Magic and Kareem;PlayStation;Mediocre;5;Sports;N;1996
V-Tennis;PlayStation;Bad;4;Sports;N;1996
Tokyo Highway Battle;PlayStation;Good;7;Racing;N;1996
Zero Divide;PlayStation;Mediocre;5;Fighting;N;1996
X-COM: UFO Defense;PlayStation;Amazing;9;Strategy;Y;1996
Darkstalkers: The Night Warriors;PlayStation;Okay;6.5;Fighting;N;1996
FIFA Soccer '96;PlayStation;Good;7.8;Sports;N;1996
Mortal Kombat Trilogy;Nintendo 64;Bad;4.1;Fighting;N;1996
Wave Race 64;Nintendo 64;Amazing;9.7;Racing;Y;1996
Battle Arena Toshinden Remix;Saturn;Mediocre;5;Fighting;N;1996
Cruis'n USA;Nintendo 64;Bad;4;Racing;N;1996
Batman Forever: The Arcade Game;PlayStation;Mediocre;5;Action;N;1996
Pilotwings 64;Nintendo 64;Great;8.2;Flight;N;1996
Road Rash;PlayStation;Mediocre;5;Racing/Action;N;1996
Ridge Racer [1995];PlayStation;Good;7.5;Racing;N;1996
Shellshock;PlayStation;Good;7;Action;N;1996
SimCity 2000;PlayStation;Good;7;Strategy;N;1996
Street Fighter Alpha: Warriors' Dreams;PlayStation;Good;7;Fighting;N;1996
The Hive;PlayStation;Awful;3;Action;N;1996
Loaded;PlayStation;Good;7.5;Shooter;N;1996
Revolution X;PlayStation;Unbearable;1;Action;N;1996
Olympic Summer Games: Atlanta '96;PlayStation;Okay;6;Sports;N;1996
NBA Live '96;PlayStation;Good;7;Sports;N;1996
Psychic Detective;PlayStation;Painful;2;Adventure;N;1996
NHL FaceOff;PlayStation;Amazing;9;Sports;N;1996
NFL GameDay;PlayStation;Great;8;Sports;N;1996
Kileak: The DNA Imperative;PlayStation;Awful;3;Action;N;1996
Raven Project;PlayStation;Awful;3;Action;N;1996
Silverload;PlayStation;Okay;6;Adventure;N;1996
Formula 1;PlayStation;Great;8;Racing;N;1996
Worms;PlayStation;Great;8;Strategy;N;1996
Zoop;PlayStation;Mediocre;5;Puzzle;N;1996
Space Griffon;PlayStation;Painful;2;Action;N;1996
Tekken 2;PlayStation;Amazing;9;Fighting;Y;1996
Warhawk;PlayStation;Great;8.7;Flight/Action;N;1996
Rayman;PlayStation;Good;7;Platformer;N;1996
Romance of the Three Kingdoms IV: Wall of Fire;PlayStation;Okay;6;Strategy;N;1996
Advanced Dungeons & Dragons: Iron & Blood -- Warriors of Ravenloft;PlayStation;Bad;4;Fighting;N;1996
Super Mario 64;Nintendo 64;Amazing;9.8;Platformer;Y;1996
Baku Baku;Saturn;Good;7;Puzzle;N;1996
The Walking Dead: The Game -- Episode 1: A New Day;Xbox 360;Great;8.5;Adventure;N;2012
Olympic Soccer;PlayStation;Okay;6;Sports;N;1996
Off-World Interceptor Extreme;PlayStation;Bad;4;Action;N;1996
Gex;PlayStation;Okay;6;Platformer;N;1996
Skeleton Warriors;PlayStation;Mediocre;5;Action;N;1996
Johnny Bazookatone;PlayStation;Mediocre;5;Platformer;N;1996
PGA Tour '96;PlayStation;Good;7;Sports;N;1996
Namco Museum Vol. 1;PlayStation;Great;8;Action/Compilation;N;1996
Road & Track Presents: The Need for Speed;PlayStation;Good;7;Racing;N;1996
Mario Kart 64;Nintendo 64;Great;8.1;Racing/Action;Y;1997
Rally Cross;PlayStation;Good;7;Racing;N;1997
Spider;PlayStation;Okay;6;Action;N;1997
Grid Runner;PlayStation;Okay;6;Action;N;1997
Virtual Pool;PlayStation;Good;7;Sports;N;1997
Pro-Pinball;PlayStation;Great;8;Pinball;N;1997
Deception: Invitation to Darkness;PlayStation;Good;7;Strategy;N;1997
Peak Performance;PlayStation;Good;7;Racing;N;1997
Independence Day;PlayStation;Painful;2;Action;N;1997
Buster Bros. Collection;PlayStation;Okay;6;Action;N;1997
Re-Loaded: The Hardcore Sequel;PlayStation;Bad;4;Shooter;N;1996
Destruction Derby 2;PlayStation;Good;7.2;Racing;N;1996
Blood Omen: Legacy of Kain;PlayStation;Great;8.5;Action/RPG;Y;1997
Tunnel B-1;PlayStation;Okay;6;Action;N;1997
Doom 64;Nintendo 64;Good;7.4;Shooter;N;1997
NHL FaceOff '97;PlayStation;Great;8;Sports;N;1997
Super Puzzle Fighter II Turbo;PlayStation;Amazing;9;Puzzle/Action;Y;1997
NBA Hang Time;Nintendo 64;Mediocre;5.4;Sports;N;1997
Suikoden;PlayStation;Amazing;9;RPG;N;1997
Battle Stations;PlayStation;Okay;6;Strategy;N;1997
Nanotek Warrior;PlayStation;Great;8;Action;N;1997
Rush Hour;PlayStation;Okay;6;Racing;N;1997
BRAHMA Force: The Assault On Beltlogger 9;PlayStation;Good;7;Action;N;1997
Vandal Hearts;PlayStation;Great;8;RPG;N;1997
MechWarrior 2;PlayStation;Great;8;Simulation;N;1997
VR Baseball '97;PlayStation;Good;7;Sports;N;1997
Need for Speed II;PlayStation;Okay;6;Racing;N;1997
Samurai Shodown III: Blades of Blood;PlayStation;Okay;6.5;Fighting;N;1996
Mortal Kombat Trilogy;PlayStation;Okay;6;Fighting;N;1996
Pitball;PlayStation;Mediocre;5;Action;N;1996
MLB Pennant Race;PlayStation;Mediocre;5;Sports;N;1996
Tempest X3: An Inter-Galactic Battle Zone;PlayStation;Great;8;Action;N;1996
Project Overkill;PlayStation;Mediocre;5;Action;N;1997
Crusader: No Remorse;PlayStation;Good;7;Action;N;1997
VR Golf '97;PlayStation;Great;8;Sports;N;1997
Iron Man / XO Manowar in Heavy Metal;PlayStation;Awful;3;Action;N;1997
Disruptor;PlayStation;Great;8;Shooter;N;1997
Final Doom;PlayStation;Good;7;Action;N;1997
Twisted Metal 2;PlayStation;Good;7.3;Action;N;1997
NFL GameDay 97;PlayStation;Good;7.8;Sports;N;1997
Jet Moto;PlayStation;Great;8;Racing;N;1997
FIFA Soccer 64;Nintendo 64;Bad;4.2;Sports;N;1997
Command & Conquer (1997);PlayStation;Great;8;Strategy;N;1997
Mega Man 8;PlayStation;Okay;6;Action;N;1997
Big Bass World Championship;PlayStation;Okay;6;Hunting;N;1997
Blast Corps;Nintendo 64;Amazing;9;Action;Y;1997
NBA Live '97;PlayStation;Great;8;Sports;N;1997
NBA ShootOut '97;PlayStation;Amazing;9;Sports;Y;1997
Turok: Dinosaur Hunter;Nintendo 64;Great;8.6;Shooter;N;1997
The Crow: City of Angels;PlayStation;Unbearable;1;Action;N;1997
Star Wars: Dark Forces;PlayStation;Mediocre;5;Action;N;1996
Tomb Raider -- Featuring Lara Croft;PlayStation;Amazing;9.3;Adventure;N;1996
Pandemonium;PlayStation;Okay;6.6;Platformer;N;1996
Cool Boarders;PlayStation;Good;7;Sports;N;1996
NBA In the Zone 2;PlayStation;Amazing;9;Sports;N;1996
Street Fighter Alpha 2;PlayStation;Great;8.5;Fighting;N;1996
TNN Motorsports Hardcore 4X4;PlayStation;Bad;4;Racing;N;1997
Black Dawn;PlayStation;Good;7.5;Simulation;N;1997
Namco Museum Vol. 3;PlayStation;Okay;6;Action/Compilation;N;1997
Crypt Killer;PlayStation;Bad;4;Action;N;1997
Carnage Heart;PlayStation;Amazing;9.2;Strategy;N;1997
Soul Blade;PlayStation;Great;8.3;Fighting;Y;1997
Hi-Octane;PlayStation;Okay;6;Racing;N;1997
Star Wars: Shadows of the Empire;Nintendo 64;Okay;6.5;Action;N;1996
Wayne Gretzky's 3D Hockey;Nintendo 64;Good;7.1;Sports;N;1996
Killer Instinct Gold;Nintendo 64;Okay;6.5;Fighting;N;1996
Spot Goes to Hollywood;PlayStation;Awful;3;Platformer;N;1996
Space Hulk: Vengeance of the Blood Angels;PlayStation;Okay;6;Action;N;1996
Tekken;PlayStation;Good;7.5;Fighting;N;1996
VR Soccer '96;PlayStation;Good;7.7;Sports;N;1996
Top Gun: Fire At Will;PlayStation;Awful;3;Simulation;N;1996
World Cup Golf: Professional Edition;PlayStation;Mediocre;5;Sports;N;1996
Tobal No. 1;PlayStation;Great;8.7;Fighting;Y;1996
Twisted Metal [1996];PlayStation;Good;7;Action;N;1996
WipEout XL;PlayStation;Amazing;9;Racing;Y;1996
Doraemon Nobita & The 3 Fairy Spirit Stones;Nintendo 64;Awful;3;Platformer;N;1997
Xevious 3D/G+;PlayStation;Great;8;Shooter;N;1997
Thunder Truck Rally;PlayStation;Good;7;Racing;N;1997
NBA Hang Time;PlayStation;Bad;4;Sports;N;1997
All-Star Baseball '97 Featuring Frank Thomas;PlayStation;Mediocre;5;Sports;N;1997
War Gods;Nintendo 64;Bad;4.3;Fighting;N;1997
Broken Helix;PlayStation;Okay;6;Action/Adventure;N;1997
Codename: Tenka;PlayStation;Good;7;Shooter;N;1997
War Gods;PlayStation;Bad;4;Fighting;N;1997
Hexen;PlayStation;Mediocre;5;Action;N;1997
Descent Maximum;PlayStation;Good;7.5;Action;N;1997
The City of Lost Children;PlayStation;Mediocre;5;Adventure;N;1997
Wing Commander IV: The Price of Freedom;PlayStation;Bad;4;Simulation;N;1997
Overblood;PlayStation;Okay;6;Adventure;N;1997
Wild ARMs;PlayStation;Great;8;RPG;N;1997
Rage Racer;PlayStation;Good;7;Racing;N;1997
Star Fox 64;Nintendo 64;Great;8.7;Flight/Action;N;1997
Swagman;PlayStation;Mediocre;5;Action;N;1997
Grand Slam;PlayStation;Okay;6;Sports;N;1997
Triple Play '98;PlayStation;Amazing;9.2;Sports;N;1997
Norse By Norse West: The Return of the Lost Vikings;PlayStation;Okay;6;Platformer;N;1997
Tail of the Sun;PlayStation;Good;7;Adventure;N;1997
Goal Storm '97;PlayStation;Okay;6;Sports;N;1997
Sentient [1997];PlayStation;Mediocre;5;Adventure;N;1997
Psychic Force;PlayStation;Mediocre;5;Fighting;N;1997
NHL Powerplay '98;PlayStation;Good;7;Sports;N;1997
Madden NFL '98;PlayStation;Good;7;Sports;N;1997
The Lost World: Jurassic Park;PlayStation;Mediocre;5;Action;N;1997
NFL GameDay 98;PlayStation;Great;8.8;Sports;Y;1997
GoldenEye 007;Nintendo 64;Amazing;9.7;Shooter;Y;1997
Ace Combat 2;PlayStation;Amazing;9;Flight/Action;Y;1997
Warcraft II: The Dark Saga;PlayStation;Good;7;Strategy;N;1997
Machine Hunter;PlayStation;Mediocre;5;Action;N;1997
Tetrisphere;Nintendo 64;Great;8;Puzzle;N;1997
Ogre Battle;PlayStation;Okay;6;Strategy;N;1997
Porsche Challenge;PlayStation;Great;8;Racing;N;1997
NCAA Football '98;PlayStation;Good;7;Sports;N;1997
Lethal Enforcers I & II;PlayStation;Bad;4;Action;N;1997
VMX Racing;PlayStation;Mediocre;5;Racing;N;1997
Duke Nukem 64;Nintendo 64;Great;8;Shooter;N;1997
NBA Live '98;PlayStation;Great;8;Sports;N;1997
Jet Moto 2;PlayStation;Good;7;Racing;N;1997
Cool Boarders 2;PlayStation;Good;7.2;Sports;N;1997
Time Crisis;PlayStation;Great;8;Action;Y;1997
Maximum Force;PlayStation;Mediocre;5;Shooter;N;1997
Treasures of the Deep;PlayStation;Great;8;Adventure;N;1997
Discworld II: Mortality Bytes!;PlayStation;Okay;6;Adventure;N;1997
Nuclear Strike;PlayStation;Good;7.6;Action;N;1997
NHL FaceOff '98;PlayStation;Great;8;Sports;N;1997
NASCAR 98;PlayStation;Great;8;Racing;N;1997
MLB '98;PlayStation;Great;8;Sports;N;1997
Herc's Adventures;PlayStation;Okay;6;Action;N;1997
Namco Museum Vol. 4;PlayStation;Okay;6;Action/Compilation;N;1997
Syndicate Wars;PlayStation;Mediocre;5;Shooter;N;1997
Dark Rift;Nintendo 64;Mediocre;5.4;Fighting;N;1997
Hercules;PlayStation;Okay;6;Action;N;1997
Battlesport;PlayStation;Okay;6;Action;N;1997
Darklight Conflict;PlayStation;Good;7;Action;N;1997
Dynasty Warriors;PlayStation;Good;7.8;Fighting;N;1997
F1 Pole Position 64;Nintendo 64;Bad;4.1;Racing;N;1997
Madden Football 64;Nintendo 64;Good;7.8;Sports;N;1997
1080° Snowboarding;Nintendo 64;Great;8.6;Sports;Y;1998
San Francisco Rush: Extreme Racing;PlayStation;Mediocre;5;Racing;N;1998
Judge Dredd;PlayStation;Painful;2;Shooter;N;1998
Tennis Arena;PlayStation;Mediocre;5;Sports;N;1998
Rampage: World Tour;Nintendo 64;Bad;4.9;Action;N;1998
Pitfall 3D;PlayStation;Good;7;Platformer;N;1998
San Francisco Rush: Extreme Racing;Nintendo 64;Great;8.9;Racing;N;1997
Dragon Ball GT Final Bout;PlayStation;Awful;3;Fighting;N;1997
Mass Destruction;PlayStation;Good;7;Action;N;1997
Need for Speed: V-Rally;PlayStation;Great;8;Racing;N;1997
Caesars Palace;PlayStation;Okay;6;Casino;N;1997
Crash Bandicoot 2: Cortex Strikes Back;PlayStation;Great;8.5;Platformer;N;1997
Colony Wars;PlayStation;Amazing;9.3;Action;Y;1997
Frogger;PlayStation;Painful;2;Platformer;N;1997
Moto Racer;PlayStation;Good;7.5;Racing;N;1997
Jeopardy! [1998];Nintendo 64;Awful;3.8;Simulation;N;1998
NCAA March Madness '98;PlayStation;Okay;6.5;Sports;N;1998
Shadow Master;PlayStation;Bad;4;Action;N;1998
Oddworld: Abe's Oddysee;PlayStation;Good;7.5;Adventure;N;1997
NHL '98;PlayStation;Great;8;Sports;N;1997
Poy Poy;PlayStation;Great;8;Action;Y;1997
Bottom of the 9th '97;PlayStation;Okay;6;Sports;N;1997
Magic: The Gathering -- Battlemage;PlayStation;Bad;4;Strategy;N;1997
Steel Reign;PlayStation;Good;7;Action;N;1997
Tecmo Stackers;PlayStation;Good;7;Puzzle;N;1997
Multi Racing Championship;Nintendo 64;Okay;6.4;Racing;N;1997
RayStorm;PlayStation;Good;7.5;Action;N;1997
Hexen;Nintendo 64;Awful;3.7;Action;N;1997
Battle Arena Toshinden 3;PlayStation;Okay;6.3;Fighting;N;1997
WCW vs. NWO: World Tour;Nintendo 64;Good;7.5;Wrestling;N;1997
Spawn: The Eternal;PlayStation;Painful;2;Action;N;1997
Mortal Kombat Mythologies: Sub-Zero;Nintendo 64;Awful;3;Platformer;N;1997
Wheel of Fortune [1997];Nintendo 64;Okay;6.4;Puzzle;N;1997
Bug Riders;PlayStation;Awful;3;Racing;N;1997
Automobili Lamborghini;Nintendo 64;Good;7;Racing;N;1997
Excalibur 2555 AD;PlayStation;Awful;3;Action;N;1997
Armored Core;PlayStation;Great;8;Action;N;1997
ClayFighter 63 1/3;Nintendo 64;Awful;3.7;Fighting;N;1997
Persona;PlayStation;Good;7.5;RPG;N;1997
Golden Nugget;PlayStation;Okay;6;Strategy;N;1997
Bushido Blade;PlayStation;Great;8.7;Fighting;Y;1997
Diablo;PlayStation;Good;7.5;Action/RPG;N;1998
Dead or Alive;PlayStation;Great;8.5;Fighting;Y;1998
Speed Racer;PlayStation;Mediocre;5;Racing;N;1998
Lode Runner: The Legend Returns;PlayStation;Okay;6;Action;N;1998
Saga Frontier;PlayStation;Good;7;RPG;N;1998
Rascal;PlayStation;Painful;2;Platformer;N;1998
Quake;Nintendo 64;Great;8;Action;N;1998
ReBoot;PlayStation;Good;7;Action;N;1998
Snowboard Kids;Nintendo 64;Great;8;Sports/Racing;N;1998
Test Drive 4;PlayStation;Good;7;Racing;N;1997
Fighting Force;PlayStation;Mediocre;5.5;Action;N;1997
Jimmy Johnson's VR Football 98;PlayStation;Bad;4;Sports;N;1997
Reel Fishing;PlayStation;Okay;6;Hunting;N;1997
Shipwreckers!;PlayStation;Okay;6;Action;N;1997
Command & Conquer: Red Alert;PlayStation;Great;8;Strategy;N;1997
Rampage: World Tour;PlayStation;Mediocre;5;Action;N;1997
Street Fighter EX Plus Alpha;PlayStation;Great;8.3;Fighting;N;1997
Nightmare Creatures;PlayStation;Good;7.8;Action;N;1997
NBA In the Zone '98;Nintendo 64;Bad;4.7;Sports;N;1998
Nagano Winter Olympics '98;Nintendo 64;Bad;4.2;Sports;N;1998
Skullmonkeys;PlayStation;Okay;6;Platformer;N;1998
Nagano Winter Olympics '98;PlayStation;Awful;3;Sports;N;1998
NBA in the Zone '98;PlayStation;Great;8;Sports;N;1998
Fighters Destiny;Nintendo 64;Great;8;Fighting;N;1998
NHL Breakaway '98;PlayStation;Good;7;Sports;N;1997
Felony 11-79;PlayStation;Good;7;Racing/Action;N;1997
Arcade's Greatest Hits: The Atari Collection 1;PlayStation;Good;7;Compilation;N;1997
Tiger Shark;PlayStation;Okay;6.5;Action;N;1997
Final Fantasy VII;PlayStation;Amazing;9.5;RPG;Y;1997
International Superstar Soccer 64;Nintendo 64;Amazing;9;Sports;N;1997
K-1 The Arena Fighters;PlayStation;Bad;4.5;Fighting;N;1997
The Incredible Hulk: The Pantheon Saga;PlayStation;Mediocre;5;Action;N;1997
Duke Nukem: Total Meltdown;PlayStation;Good;7;Shooter;N;1997
Bomberman 64;Nintendo 64;Good;7.6;Action;N;1997
Vs.;PlayStation;Bad;4;Fighting;N;1997
AeroFighters Assault;Nintendo 64;Mediocre;5;Shooter;N;1997
Ghost in the Shell;PlayStation;Great;8;Action;N;1997
Arcade's Greatest Hits: The Midway Collection 2;PlayStation;Good;7;Action;N;1997
Namco Museum Vol. 5;PlayStation;Okay;6;Action/Compilation;N;1997
Tomb Raider II Starring Lara Croft;PlayStation;Great;8;Adventure;N;1997
Diddy Kong Racing;Nintendo 64;Great;8.4;Racing/Action;N;1997
G-Police;PlayStation;Great;8;Action;N;1997
Clock Tower;PlayStation;Mediocre;5.5;Adventure;N;1997
CART World Series;PlayStation;Good;7;Racing;N;1997
Bravo Air Race;PlayStation;Bad;4;Racing;N;1997
WCW vs. The World;PlayStation;Okay;6;Wrestling;N;1997
Mace: The Dark Age;Nintendo 64;Good;7.1;Fighting;N;1997
Top Gear Rally;Nintendo 64;Great;8.4;Racing;N;1997
NBA ShootOut '98;PlayStation;Great;8.8;Sports;N;1998
Yoshi's Story;Nintendo 64;Good;7;Platformer;N;1998
Klonoa: Door to Phantomile;PlayStation;Great;8;Platformer;Y;1998
Ray Tracers;PlayStation;Good;7;Action;N;1998
Triple Play '99;PlayStation;Good;7;Sports;N;1998
Bloody Roar;PlayStation;Great;8;Fighting;N;1998
X-Men: Children of the Atom;PlayStation;Awful;3.5;Fighting;N;1998
SimCity 2000;Nintendo 64;Awful;3.5;Strategy;N;1998
Extreme-G;Nintendo 64;Good;7.9;Racing;N;1997
NFL Quarterback Club '98;Nintendo 64;Good;7.8;Sports;N;1997
Final Fantasy Tactics;PlayStation;Great;8.5;Strategy/RPG;Y;1998
Monopoly [1998];PlayStation;Awful;3;Board;N;1998
Auto Destruct;PlayStation;Okay;6;Action;N;1998
Resident Evil 2 [1998];PlayStation;Amazing;9.3;Action/Adventure;Y;1998
Riven: The Sequel to Myst;PlayStation;Good;7;Adventure;N;1998
WCW Nitro;PlayStation;Good;7;Wrestling;N;1998
Beast Wars: Transformers;PlayStation;Painful;2.3;Action;N;1998
Red Asphalt;PlayStation;Mediocre;5;Action;N;1998
Micro Machines V3;PlayStation;Great;8.7;Racing;N;1998
BallBlazer Champions;PlayStation;Okay;6;Sports/Action;N;1997
Fantastic Four;PlayStation;Unbearable;1;Action;N;1997
FIFA Road to World Cup 98;PlayStation;Great;8.5;Sports;N;1997
NCAA GameBreaker '98;PlayStation;Great;8;Sports;N;1997
MDK;PlayStation;Great;8;Action;N;1997
NBA Fastbreak '98;PlayStation;Bad;4;Sports;N;1997
Star Wars: Masters of Teras Kasi;PlayStation;Bad;4;Fighting;N;1997
Courier Crisis;PlayStation;Awful;3;Action;N;1997
Monster Rancher;PlayStation;Amazing;9;Simulation;N;1997
Castlevania: Symphony of the Night;PlayStation;Amazing;9;Action/Adventure;Y;1997
Mischief Makers;Nintendo 64;Okay;6.2;Platformer;N;1997
Croc: Legend of the Gobbos;PlayStation;Great;8;Platformer;N;1997
Formula 1: Championship Edition;PlayStation;Amazing;9;Racing;N;1997
Mortal Kombat Mythologies: Sub-Zero;PlayStation;Awful;3.5;Platformer;N;1997
Mega Man X4;PlayStation;Good;7;Action;N;1997
PGA Tour '98;PlayStation;Good;7;Sports;N;1997
Resident Evil: Director's Cut;PlayStation;Great;8.9;Action/Adventure;N;1997
Marvel Super Heroes;PlayStation;Good;7;Fighting;N;1997
NHL Breakaway '98;Nintendo 64;Good;7.4;Sports;N;1998
Wayne Gretzky's 3D Hockey '98;Nintendo 64;Mediocre;5.8;Sports;N;1998
Alundra;PlayStation;Great;8.5;Action/RPG;Y;1998
Robotron 64;Nintendo 64;Okay;6.9;Action;N;1998
Puyo Puyo Sun64;Nintendo 64;Good;7.2;Puzzle;N;1997
FIFA Road to World Cup 98;Nintendo 64;Good;7.7;Sports;N;1997
Street Fighter Collection;PlayStation;Good;7;Fighting/Compilation;N;1997
Chameleon Twist;Nintendo 64;Okay;6.5;Platformer;N;1997
One;PlayStation;Mediocre;5;Action;N;1997
Parappa The Rapper;PlayStation;Amazing;9;Music;Y;1997
